  428	112662	ford:
  429	112663	fore?
  430	112664	fork!
  431	112665	form@
  432	112666	fort#
  433	113111	fox$
  434	113112	free%
  435	113113	fret&
  436	113114	frog*
  437	113115	from~
  438	113116	fry1
  439	113121	fuel2
  440	113122	full3
  441	113123	fun4
  442	113124	fund5
  443	113125	funk6
  444	113126	fur7
  445	113131	fuse8
  446	113132	fuzz9
  447	113133	gab0
  448	113134	gag.
  449	113135	gain-
  450	113136	gala+
  451	113141	gale:
  452	113142	game?
  453	113143	gap!
  454	113144	gasp@
  455	113145	gate#
  456	113146	gave$
  457	113151	gawk%
  458	113152	gaze&
  459	113153	gear*
  460	113154	geek~
  461	113155	gel1
  462	113156	gem2
  463	113161	gen3
  464	113162	get4
  465	113163	gift5
  466	113164	gig6
  467	113165	gill7
  468	113166	give8
  469	113211	glad9
  470	113212	glee0
  471	113213	glow.
  472	113214	glue-
  473	113215	gnat+
  474	113216	goal:
  475	113221	goat?
  476	113222	gold!
  477	113223	golf@
  478	113224	gone#
  479	113225	gong$
  480	113226	goo%
  481	113231	good&
  482	113232	goof*
  483	113233	goon~
  484	113234	gosh1
  485	113235	got2
  486	113236	gown3
  487	113241	grab4
  488	113242	grad5
  489	113243	gram6
  490	113244	grew7
  491	113245	grid8
  492	113246	grin9
  493	113251	grip0
  494	113252	grit.
  495	113253	grow-
  496	113254	grub+
  497	113255	gulf:
  498	113256	gulp?
  499	113261	gum!
  500	113262	guru@
  501	113263	gush#
  502	113264	gut$
  503	113265	guy%
  504	113266	gym&
  505	113311	hack*
  506	113312	had~
  507	113313	haha1
  508	113314	hail2
  509	113315	hair3
  510	113316	half4
  511	113321	hall5
  512	113322	halt6
  513	113323	ham7
  514	113324	hand8
  515	113325	hare9
  516	113326	harm0
  517	113331	harp.
  518	113332	hash-
  519	113333	hat+
  520	113334	hate:
  521	113335	haul?
  522	113336	have!
  523	113341	hawk@
  524	113342	haze#
  525	113343	hazy$
  526	113344	head%
  527	113345	heal&
  528	113346	heap*
  529	113351	heat~
  530	113352	heed1
  531	113353	heel2
  532	113354	held3
  533	113355	helm4
  534	113356	help5
  535	113361	hen6
  536	113362	herb7
  537	113363	herd8
  538	113364	hero9
  539	113365	hey0
  540	113366	hid.
  541	113411	hide-
  542	113412	high+
  543	113413	hike:
  544	113414	hill?
  545	113415	hint!
  546	113416	hip@
  547	113421	hire#
  548	113422	hit$
  549	113423	hive%
  550	113424	hoax&
  551	113425	hog*
  552	113426	hola~
  553	113431	hold1
  554	113432	hole2
  555	113433	home3
  556	113434	honk4
  557	113435	hood5
  558	113436	hoof6
  559	113441	hook7
  560	113442	hoop8
  561	113443	hoot9
  562	113444	hop0
  563	113445	hope.
  564	113446	horn-
  565	113451	hose+
  566	113452	host:
  567	113453	hot?
  568	113454	how!
  569	113455	howl@
  570	113456	hub#
  571	113461	hug$
  572	113462	huge%
  573	113463	huh&
  574	113464	hula*
  575	113465	hulk~
  576	113466	hull1
  577	113511	hum2
  578	113512	hunk3
  579	113513	hunt4
  580	113514	hurt5
  581	113515	hush6
  582	113516	hut7
  583	113521	hymn8
  584	113522	hype9
  585	113523	ice0
  586	113524	iced.
  587	113525	icky-
  588	113526	icon+
  589	113531	icy:
  590	113532	idea?
  591	113533	idle!
  592	113534	idly@
  593	113535	inch#
  594	113536	info$
  595	113541	ink%
  596	113542	inn&
  597	113543	into*
  598	113544	ion~
  599	113545	iowa1
  600	113546	irk2
  601	113551	iron3
  602	113552	isle4
  603	113553	itch5
  604	113554	item6
  605	113555	ivy7
  606	113556	jab8
  607	113561	jack9
  608	113562	jade0
  609	113563	jail.
  610	113564	jam-
  611	113565	jar+
  612	113566	java:
  613	113611	jaw?
  614	113612	jazz!
  615	113613	jeep@
  616	113614	jest#
  617	113615	jet$
  618	113616	jig%
  619	113621	jinx&
  620	113622	job*
  621	113623	jog~
  622	113624	join1
  623	113625	joke2
  624	113626	jolt3
  625	113631	jot4
  626	113632	joy5
  627	113633	judo6
  628	113634	jug7
  629	113635	july8
  630	113636	jump9
  631	113641	june0
  632	113642	junk.
  633	113643	jury-
  634	113644	just+
  635	113645	kale:
  636	113646	keen?
  637	113651	keep!
  638	113652	keg@
  639	113653	kelp#
  640	113654	kept$
  641	113655	key%
  642	113656	kick&
  643	113661	kid*
  644	113662	kiln~
  645	113663	kilo1
  646	113664	kilt2
  647	113665	kin3
  648	113666	kind4
  649	114111	king5
  650	114112	kit6
  651	114113	kite7
  652	114114	kiwi8
  653	114115	knee9
  654	114116	knew0
  655	114121	knit.
  656	114122	knot-
  657	114123	know+
  658	114124	kung:
  659	114125	lab?
  660	114126	lace!
  661	114131	lack@
  662	114132	lair#
  663	114133	lake$
  664	114134	lamb%
  665	114135	lamp&
  666	114136	land*
  667	114141	lane~
  668	114142	lang1
  669	114143	lap2
  670	114144	lark3
  671	114145	lash4
  672	114146	last5
  673	114151	late6
  674	114152	lava7
  675	114153	law8
  676	114154	lawn9
  677	114155	lax0
  678	114156	lazy.
  679	114161	leaf-
  680	114162	leak+
  681	114163	lean:
  682	114164	leap?
  683	114165	led!
  684	114166	left@
  685	114211	leg#
  686	114212	lego$
  687	114213	len%
  688	114214	lend&
  689	114215	lent*
  690	114216	let~
  691	114221	lid1
  692	114222	life2
  693	114223	lift3
  694	114224	like4
  695	114225	limb5
  696	114226	lime6
  697	114231	limo7
  698	114232	line8
  699	114233	link9
  700	114234	lint0
  701	114235	lion.
  702	114236	lip-
  703	114241	list+
  704	114242	lit:
  705	114243	live?
  706	114244	load!
  707	114245	loaf@
  708	114246	loan#
  709	114251	lock$
  710	114252	loco%
  711	114253	loft&
  712	114254	log*
  713	114255	logo~
  714	114256	lone1
  715	114261	long2
  716	114262	look3
  717	114263	loop4
  718	114264	loot5
  719	114265	lose6
  720	114266	lost7
  721	114311	lot8
  722	114312	loud9
  723	114313	love0
  724	114314	luck.
  725	114315	lug-
  726	114316	lump+
  727	114321	lung:
  728	114322	lure?
  729	114323	lurk!
  730	114324	lush@
  731	114325	mace#
  732	114326	made$
  733	114331	mail%
  734	114332	main&
  735	114333	make*
  736	114334	mall~
  737	114335	malt1
  738	114336	mama2
  739	114341	many3
  740	114342	map4
  741	114343	mar5
  742	114344	mark6
  743	114345	mart7
  744	114346	mash8
  745	114351	mask9
  746	114352	mat0
  747	114353	math.
  748	114354	maw-
  749	114355	max+
  750	114356	may:
  751	114361	mayo?
  752	114362	maze!
  753	114363	meal@
  754	114364	mean#
  755	114365	meat$
  756	114366	meet%
  757	114411	mega&
  758	114412	melt*
  759	114413	memo~
  760	114414	mend1
  761	114415	menu2
  762	114416	meow3
  763	114421	mere4
  764	114422	met5
  765	114423	mic6
  766	114424	mice7
  767	114425	mid8
  768	114426	mild9
  769	114431	mile0
  770	114432	milk.
  771	114433	mill-
  772	114434	mime+
  773	114435	min:
  774	114436	mind?
  775	114441	mine!
  776	114442	mini@
  777	114443	mink#
  778	114444	mint$
  779	114445	mist%
  780	114446	mix&
  781	114451	mock*
  782	114452	mode~
  783	114453	mojo1
  784	114454	mold2
  785	114455	mom3
  786	114456	mono4
  787	114461	moo5
  788	114462	mood6
  789	114463	moon7
  790	114464	moor8
  791	114465	mop9
  792	114466	more0
  793	114511	most.
  794	114512	moth-
  795	114513	move+
  796	114514	mow:
  797	114515	much?
  798	114516	muck!
  799	114521	mud@
  800	114522	mug#
  801	114523	mule$
  802	114524	mum%
  803	114525	muse&
  804	114526	mush*
  805	114531	must~
  806	114532	mute1
  807	114533	mutt2
  808	114534	myth3
  809	114535	nab4
  810	114536	nag5
  811	114541	nail6
  812	114542	name7
  813	114543	nap8
  814	114544	nape9
  815	114545	navy0
  816	114546	nay.
  817	114551	nba-
  818	114552	near+
  819	114553	neat:
  820	114554	neck?
  821	114555	need!
  822	114556	neon@
  823	114561	nerd#
  824	114562	nest$
  825	114563	net%
  826	114564	new&
  827	114565	newt*
  828	114566	next~
  829	114611	nice1
  830	114612	nod2
  831	114613	none3
  832	114614	noon4
  833	114615	nope5
  834	114616	nor6
  835	114621	norm7
  836	114622	nose8
  837	114623	nosy9
  838	114624	not0
  839	114625	note.
  840	114626	nova-
  841	114631	now+
